image_path,breed,brachy_score,hair_score,wrinkle_score
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_866.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_888.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_793.jpg,n02112706-Brabancon_griffon,3.902796730866325,34.01360544217687,20.0
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_898.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_835.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_68.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_735.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_204.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1860.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1869.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_2156.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1755.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1684.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_473.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1925.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1306.jpg,n02112706-Brabancon_griffon,8.092001373816464,12.903225806451612,16.02787456445993
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_2155.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1080.jpg,n02112706-Brabancon_griffon,4.462608356827376,24.848484848484848,20.789473684210527
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_549.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1569.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1731.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_350.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1833.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1598.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_2133.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_107.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1368.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_442.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1102.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_600.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_449.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_2169.jpg,n02112706-Brabancon_griffon,5.309415508180125,9.777777777777779,0.0
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_108.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_2027.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_2269.jpg,n02112706-Brabancon_griffon,5.050892679789621,20.634920634920633,20.0
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_2149.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_517.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_286.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_2295.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1172.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1700.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_2188.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1688.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1057.jpg,n02112706-Brabancon_griffon,8.08518792940908,33.33333333333333,36.0
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_475.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_256.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_381.jpg,n02112706-Brabancon_griffon,3.832634047112309,0.0,0.0
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1862.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1541.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_2042.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1805.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_607.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_2074.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1882.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1530.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_2448.jpg,n02112706-Brabancon_griffon,4.460539189878646,25.833333333333336,20.8
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_231.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1586.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_2161.jpg,n02112706-Brabancon_griffon,4.706073382965588,45.83333333333333,21.53846153846154
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_2137.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_396.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_237.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_220.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1114.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_2123.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_417.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_2087.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1237.jpg,n02112706-Brabancon_griffon,5.633671146810314,31.290322580645164,17.73049645390071
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_277.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_360.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1180.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_62.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1453.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_539.jpg,n02112706-Brabancon_griffon,5.714653792169824,36.666666666666664,26.767676767676768
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1983.jpg,n02112706-Brabancon_griffon,13.80218967268469,38.69047619047619,41.269841269841265
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1419.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_2467.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1552.jpg,n02112706-Brabancon_griffon,2.8602027236030043,36.607142857142854,28.26086956521739
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_235.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_2191.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1298.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_16.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1303.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1922.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1394.jpg,n02112706-Brabancon_griffon,5.415449561352986,17.647058823529413,12.380952380952381
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1971.jpg,n02112706-Brabancon_griffon,3.3752648592340466,36.17647058823529,21.23015873015873
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1041.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1558.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_105.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1202.jpg,n02112706-Brabancon_griffon,4.706073382965588,45.83333333333333,21.53846153846154
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1712.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_377.jpg,n02112706-Brabancon_griffon,3.830386819151837,27.513227513227513,25.185185185185183
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_31.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_605.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_2456.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1814.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1072.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1899.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1117.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_2441.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_2390.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1970.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1230.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_2550.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_426.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1292.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_2184.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1409.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_223.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1554.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_400.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_292.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1087.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1561.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1379.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1145.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1644.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1418.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1764.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1430.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_602.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1568.jpg,n02112706-Brabancon_griffon,5.714653792169824,36.666666666666664,26.767676767676768
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_2070.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1336.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1165.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1065.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1995.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1875.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_37.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_540.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_346.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1307.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1518.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1251.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1546.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_363.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_2391.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_362.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_154.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_106.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_420.jpg,n02112706-Brabancon_griffon,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_2842.jpg,n02113023-Pembroke,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_2970.jpg,n02113023-Pembroke,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_219.jpg,n02113023-Pembroke,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_10829.jpg,n02113023-Pembroke,4.218235563471044,36.206896551724135,9.333333333333334
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_2287.jpg,n02113023-Pembroke,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_12192.jpg,n02113023-Pembroke,2.2318497669639172,33.33333333333333,11.016949152542372
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_11103.jpg,n02113023-Pembroke,2.5212500538325986,38.88888888888889,21.29032258064516
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_2919.jpg,n02113023-Pembroke,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_231.jpg,n02113023-Pembroke,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_12248.jpg,n02113023-Pembroke,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_265.jpg,n02113023-Pembroke,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_13896.jpg,n02113023-Pembroke,5.03424944536498,29.117647058823533,1.8518518518518516
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_1258.jpg,n02113023-Pembroke,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_1659.jpg,n02113023-Pembroke,,,
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_1136.jpg,n02113023-Pembroke,1.755580591680661,37.72727272727273,23.555555555555554
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_14104.jpg,n02113023-Pembroke,4.076223523088966,28.18181818181818,26.53061224489796
/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_14398.jpg,n02113023-Pembroke,,,
