breed,image_url,difficulty_score
n02112706-Brabancon_griffon,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_2161.jpg,0.33547001961902717
n02112706-Brabancon_griffon,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1237.jpg,0.25067948431600456
n02112706-Brabancon_griffon,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_539.jpg,0.3235547376717238
n02112706-Brabancon_griffon,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1983.jpg,0.43138893201165146
n02112706-Brabancon_griffon,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1552.jpg,0.3235201250870776
n02112706-Brabancon_griffon,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1394.jpg,0.15880347099548162
n02112706-Brabancon_griffon,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1971.jpg,0.2856940872335731
n02112706-Brabancon_griffon,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1202.jpg,0.33547001961902717
n02112706-Brabancon_griffon,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_377.jpg,0.2678703977039376
n02112706-Brabancon_griffon,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02112706-Brabancon_griffon/n02112706_1568.jpg,0.3235547376717238
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_10829.jpg,0.22511494131968016
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_12192.jpg,0.21543158242267568
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_11103.jpg,0.29623817899004695
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_13896.jpg,0.15497871812320976
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_1136.jpg,0.30081323982036373
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_14104.jpg,0.27873919249134166
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_1373.jpg,0.25436298501978377
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_1198.jpg,0.1513758747007861
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_2316.jpg,0.25888674288234303
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_2482.jpg,0.23769544809184015
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_1307.jpg,0.32327195135489833
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_15576.jpg,0.288605843001799
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_1482.jpg,0.28199231868841684
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_1616.jpg,0.1935556611406183
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_1360.jpg,0.19782015943476292
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_13200.jpg,0.2526866283005395
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_1785.jpg,0.25322691767519123
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_1257.jpg,0.27026930524046744
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_1380.jpg,0.21181594927152295
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_1912.jpg,0.40358873482827934
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_1823.jpg,0.36732868449748685
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_187.jpg,0.3928727109717429
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_1916.jpg,0.18501671952809826
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_827.jpg,0.16342087535798672
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_9001.jpg,0.1780466993433271
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_7292.jpg,0.24322691859343795
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_4893.jpg,0.3879686072764252
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_5774.jpg,0.33662936033050356
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_5006.jpg,0.2515503962545163
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_9306.jpg,0.3071304010003723
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_894.jpg,0.2870389787171243
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_631.jpg,0.3037135801719702
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_6161.jpg,0.09317992575534305
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_7275.jpg,0.24360185486919664
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_5848.jpg,0.12858295241314388
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_6519.jpg,0.17962493542013513
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_6702.jpg,0.1973217598370245
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_6735.jpg,0.2242763708111376
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_7062.jpg,0.1416432375192661
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_6826.jpg,0.30012044080011585
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_6801.jpg,0.24207484886127198
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_3337.jpg,0.24382277183637202
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_3563.jpg,0.29462600481216134
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_3181.jpg,0.25094916375895115
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_292.jpg,0.3284168904582547
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_3324.jpg,0.21088835784534807
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_3167.jpg,0.19700740477666123
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_3687.jpg,0.15421771012798172
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_4045.jpg,0.17139933803523832
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_3913.jpg,0.22319497302365743
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_3998.jpg,0.19938157428531353
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_4024.jpg,0.24010148042806415
n02113023-Pembroke,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113023-Pembroke/n02113023_4285.jpg,0.3262588275212947
n02113186-Cardigan,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113186-Cardigan/n02113186_7308.jpg,0.21896758796795104
n02113186-Cardigan,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113186-Cardigan/n02113186_7608.jpg,0.16796414022267572
n02113186-Cardigan,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113186-Cardigan/n02113186_2617.jpg,0.19740279971964125
n02113186-Cardigan,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113186-Cardigan/n02113186_7215.jpg,0.2204914664372196
n02113186-Cardigan,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113186-Cardigan/n02113186_5833.jpg,0.302609541415883
n02113186-Cardigan,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113186-Cardigan/n02113186_4859.jpg,0.21238693228770678
n02113186-Cardigan,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113186-Cardigan/n02113186_4536.jpg,0.2514823189526767
n02113186-Cardigan,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113186-Cardigan/n02113186_1529.jpg,0.33195861261450077
n02113186-Cardigan,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113186-Cardigan/n02113186_11222.jpg,0.2824701550829826
n02113186-Cardigan,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113186-Cardigan/n02113186_7480.jpg,0.05840288581857183
n02113712-miniature_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113712-miniature_poodle/n02113712_10433.jpg,0.36930648403726735
n02113712-miniature_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113712-miniature_poodle/n02113712_1252.jpg,0.3233048666735487
n02113712-miniature_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113712-miniature_poodle/n02113712_1395.jpg,0.16320914093016262
n02113712-miniature_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113712-miniature_poodle/n02113712_1136.jpg,0.31947572567077753
n02113712-miniature_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113712-miniature_poodle/n02113712_1558.jpg,0.2796805606700242
n02113712-miniature_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113712-miniature_poodle/n02113712_1448.jpg,0.25932536958325675
n02113712-miniature_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113712-miniature_poodle/n02113712_6697.jpg,0.2965945482273676
n02113712-miniature_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113712-miniature_poodle/n02113712_9682.jpg,0.2949608195645959
n02113712-miniature_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113712-miniature_poodle/n02113712_8473.jpg,0.14632033561712599
n02113712-miniature_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113712-miniature_poodle/n02113712_628.jpg,0.20896074060584588
n02113712-miniature_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113712-miniature_poodle/n02113712_4170.jpg,0.2466763301150825
n02113712-miniature_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113712-miniature_poodle/n02113712_584.jpg,0.08695064162083847
n02113712-miniature_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113712-miniature_poodle/n02113712_7666.jpg,0.353621907528304
n02113712-miniature_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113712-miniature_poodle/n02113712_3293.jpg,0.18606105139165485
n02113712-miniature_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113712-miniature_poodle/n02113712_5616.jpg,0.12697171048909411
n02113712-miniature_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113712-miniature_poodle/n02113712_514.jpg,0.13116074871680997
n02113712-miniature_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113712-miniature_poodle/n02113712_2568.jpg,0.2053977349367869
n02113712-miniature_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113712-miniature_poodle/n02113712_2746.jpg,0.1803906808400159
n02113712-miniature_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113712-miniature_poodle/n02113712_2150.jpg,0.15653497923813978
n02113712-miniature_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113712-miniature_poodle/n02113712_1917.jpg,0.3418174167596993
n02113712-miniature_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113712-miniature_poodle/n02113712_1897.jpg,0.1663985092735765
n02113799-standard_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113799-standard_poodle/n02113799_6715.jpg,0.3499234221251526
n02113799-standard_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113799-standard_poodle/n02113799_283.jpg,0.33513209061089455
n02113799-standard_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113799-standard_poodle/n02113799_2478.jpg,0.23712300222181182
n02113978-Mexican_hairless,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113978-Mexican_hairless/n02113978_177.jpg,0.13542109554557027
n02113978-Mexican_hairless,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113978-Mexican_hairless/n02113978_1325.jpg,0.32157416383784
n02113978-Mexican_hairless,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113978-Mexican_hairless/n02113978_1030.jpg,0.2923240304463209
n02113978-Mexican_hairless,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113978-Mexican_hairless/n02113978_341.jpg,0.006901945400398789
n02113624-toy_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113624-toy_poodle/n02113624_454.jpg,0.09359872091952297
n02113624-toy_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113624-toy_poodle/n02113624_8444.jpg,0.22179195821391892
n02113624-toy_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113624-toy_poodle/n02113624_5459.jpg,0.32841388571118235
n02113624-toy_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113624-toy_poodle/n02113624_5723.jpg,0.2749159280833551
n02113624-toy_poodle,https://huggingface.co/datasets/drbalaji96/canine-facial-morphology/resolve/main/images/Images/content/drive/MyDrive/Balaji/Projects/Dog_pain_analysis/Images/n02113624-toy_poodle/n02113624_6684.jpg,0.26123136858513946
